Fecha;Close
27-06-2006;443
28-06-2006;447,52
29-06-2006;465,33
30-06-2006;468,5
03-07-2006;467,75
04-07-2006;466
05-07-2006;455
06-07-2006;453
07-07-2006;447
10-07-2006;444,01
11-07-2006;442
12-07-2006;446
13-07-2006;442,28
14-07-2006;440,04
17-07-2006;436
18-07-2006;443,29
19-07-2006;446
20-07-2006;445
21-07-2006;439,67
24-07-2006;443,71
25-07-2006;448,5
26-07-2006;449
27-07-2006;449,99
28-07-2006;454,66
31-07-2006;465,08
01-08-2006;461,97
02-08-2006;463,16
03-08-2006;463
04-08-2006;462,2
07-08-2006;462,5
08-08-2006;462,89
09-08-2006;463
10-08-2006;462,99
11-08-2006;464,1
14-08-2006;465
16-08-2006;468
17-08-2006;476
18-08-2006;487,11
21-08-2006;483,93
22-08-2006;491,51
23-08-2006;490
24-08-2006;486
25-08-2006;485,5
28-08-2006;488,03
29-08-2006;487
30-08-2006;493
31-08-2006;499
01-09-2006;496
04-09-2006;495
05-09-2006;491
06-09-2006;485
07-09-2006;484
08-09-2006;480
11-09-2006;477
12-09-2006;486
13-09-2006;494
14-09-2006;502
15-09-2006;507
20-09-2006;506
21-09-2006;500
22-09-2006;505
25-09-2006;511
26-09-2006;512
27-09-2006;506
28-09-2006;512,99
29-09-2006;507,78
02-10-2006;510
03-10-2006;520
04-10-2006;530
05-10-2006;530,97
06-10-2006;529
10-10-2006;535
11-10-2006;535,32
12-10-2006;530
13-10-2006;533,75
16-10-2006;532,5
17-10-2006;536,33
18-10-2006;543,99
19-10-2006;543
20-10-2006;542,98
23-10-2006;543,02
24-10-2006;542,09
25-10-2006;543,1
26-10-2006;534
27-10-2006;538
30-10-2006;540
31-10-2006;538,75
02-11-2006;531
03-11-2006;526
06-11-2006;534,55
07-11-2006;543
08-11-2006;543
09-11-2006;539,34
10-11-2006;539,24
13-11-2006;541
14-11-2006;540,99
15-11-2006;535
16-11-2006;545,32
17-11-2006;543
20-11-2006;540,43
21-11-2006;543,04
22-11-2006;551,78
23-11-2006;561
24-11-2006;570,03
27-11-2006;561
28-11-2006;560
29-11-2006;579,77
30-11-2006;598,94
01-12-2006;603
04-12-2006;600
05-12-2006;607,92
06-12-2006;607,75
07-12-2006;625,46
11-12-2006;638
12-12-2006;640
13-12-2006;650,05
14-12-2006;662,96
15-12-2006;660,07
18-12-2006;649,08
19-12-2006;640
20-12-2006;637,89
21-12-2006;634,96
22-12-2006;623,18
26-12-2006;630,82
27-12-2006;637,58
28-12-2006;638
29-12-2006;636,27
02-01-2007;638
03-01-2007;650
04-01-2007;648,5
05-01-2007;643
08-01-2007;635,02
09-01-2007;627,83
10-01-2007;621,1
11-01-2007;625
12-01-2007;644,82
15-01-2007;655
16-01-2007;666
17-01-2007;674,38
18-01-2007;700,11
19-01-2007;706,88
22-01-2007;714,98
23-01-2007;715
24-01-2007;710
25-01-2007;709
26-01-2007;699,62
29-01-2007;692
30-01-2007;718,9
31-01-2007;720,24
01-02-2007;724,99
02-02-2007;730
05-02-2007;727
06-02-2007;720
07-02-2007;725
08-02-2007;731
09-02-2007;730
12-02-2007;730
13-02-2007;745
14-02-2007;745
15-02-2007;804,51
16-02-2007;809,05
19-02-2007;799
20-02-2007;785,1
21-02-2007;758
22-02-2007;774
23-02-2007;764,5
26-02-2007;728,99
27-02-2007;680
28-02-2007;710,36
01-03-2007;740,41
02-03-2007;761,08
05-03-2007;745
06-03-2007;755
07-03-2007;730
08-03-2007;755
09-03-2007;750,28
12-03-2007;778,36
13-03-2007;760
14-03-2007;754,49
15-03-2007;773
16-03-2007;781
19-03-2007;794
20-03-2007;780
21-03-2007;793,76
22-03-2007;784,12
23-03-2007;782,22
26-03-2007;772,57
27-03-2007;755,67
28-03-2007;743,79
29-03-2007;759,9
30-03-2007;755
02-04-2007;753
03-04-2007;758
04-04-2007;750,97
05-04-2007;747,35
09-04-2007;747
10-04-2007;769,53
11-04-2007;772,97
12-04-2007;778,2
13-04-2007;787,88
16-04-2007;780
17-04-2007;775,02
18-04-2007;785
19-04-2007;783,49
20-04-2007;760,43
23-04-2007;739
24-04-2007;747,56
25-04-2007;756,61
26-04-2007;735,13
27-04-2007;740,11
30-04-2007;743,15
02-05-2007;735
03-05-2007;729,22
04-05-2007;740
07-05-2007;759,9
08-05-2007;750,37
09-05-2007;776,7
10-05-2007;772,01
11-05-2007;781,34
14-05-2007;770
15-05-2007;750,04
16-05-2007;739,72
17-05-2007;760,85
18-05-2007;780,45
22-05-2007;737,4
23-05-2007;754,6
24-05-2007;746,6
25-05-2007;758
28-05-2007;752
29-05-2007;740,56
30-05-2007;760
31-05-2007;761
01-06-2007;760,5
04-06-2007;770
05-06-2007;765
06-06-2007;753,51
07-06-2007;749,08
08-06-2007;750
11-06-2007;748,79
12-06-2007;760,25
13-06-2007;758,74
14-06-2007;762,44
15-06-2007;759,8
18-06-2007;750
19-06-2007;753,5
20-06-2007;754,5
21-06-2007;760
22-06-2007;780,76
25-06-2007;768,87
26-06-2007;759,16
27-06-2007;762,95
28-06-2007;762,67
29-06-2007;765
03-07-2007;776,78
04-07-2007;776,5
05-07-2007;763,36
06-07-2007;755
09-07-2007;765,31
10-07-2007;765,1
11-07-2007;764,97
12-07-2007;760
13-07-2007;763
17-07-2007;750,32
18-07-2007;745
19-07-2007;741,38
20-07-2007;735,9
23-07-2007;732,15
24-07-2007;728
25-07-2007;726
26-07-2007;719,9
27-07-2007;720
30-07-2007;730
31-07-2007;727,8
01-08-2007;730
02-08-2007;730
03-08-2007;721,08
06-08-2007;705
07-08-2007;695,06
08-08-2007;698
09-08-2007;677,67
10-08-2007;662
13-08-2007;645
14-08-2007;623,24
16-08-2007;589,13
17-08-2007;610,1
20-08-2007;631,6
21-08-2007;662,48
22-08-2007;686,04
23-08-2007;672,48
24-08-2007;682
27-08-2007;702,29
28-08-2007;675,89
29-08-2007;690
30-08-2007;694,33
31-08-2007;704,98
03-09-2007;698,04
04-09-2007;694,54
05-09-2007;680
06-09-2007;675
07-09-2007;668
10-09-2007;655
11-09-2007;640
12-09-2007;625
13-09-2007;618,7
14-09-2007;628,11
20-09-2007;640
21-09-2007;619,46
24-09-2007;609,36
25-09-2007;614,15
26-09-2007;620
27-09-2007;627,01
28-09-2007;626,38
01-10-2007;634,98
02-10-2007;631
03-10-2007;626
04-10-2007;628
05-10-2007;634
08-10-2007;641
09-10-2007;638,68
10-10-2007;628,34
11-10-2007;634,59
12-10-2007;635,24
16-10-2007;633,02
17-10-2007;635
18-10-2007;636
19-10-2007;635
22-10-2007;630
23-10-2007;625
24-10-2007;620
25-10-2007;621
26-10-2007;618
29-10-2007;620
30-10-2007;616,97
31-10-2007;617,08
02-11-2007;604
05-11-2007;593,82
06-11-2007;589
07-11-2007;580,64
08-11-2007;594,65
09-11-2007;589
12-11-2007;584
13-11-2007;579,17
14-11-2007;584
15-11-2007;578,76
16-11-2007;608,27
19-11-2007;602,5
20-11-2007;611,54
21-11-2007;596
22-11-2007;600
23-11-2007;610
26-11-2007;600
27-11-2007;591,25
28-11-2007;619,64
29-11-2007;625,15
30-11-2007;640
03-12-2007;670,54
04-12-2007;675
05-12-2007;695,38
06-12-2007;680
07-12-2007;643,32
10-12-2007;638
11-12-2007;624,84
12-12-2007;610
13-12-2007;594,98
14-12-2007;595,1
17-12-2007;549,84
18-12-2007;552
19-12-2007;540,84
20-12-2007;554,21
21-12-2007;554,9
24-12-2007;545
26-12-2007;547,35
27-12-2007;540,35
28-12-2007;545,95
02-01-2008;545
03-01-2008;525,5
04-01-2008;500
07-01-2008;484,99
08-01-2008;475
09-01-2008;459,89
10-01-2008;480
11-01-2008;469,79
14-01-2008;456,61
15-01-2008;444,4
16-01-2008;440,99
17-01-2008;421,42
18-01-2008;420
21-01-2008;390,38
22-01-2008;408,98
24-01-2008;429,56
28-01-2008;420,1
29-01-2008;440,94
30-01-2008;463,23
31-01-2008;464,99
01-02-2008;461
05-02-2008;439
06-02-2008;439,36
07-02-2008;440
11-02-2008;440
13-02-2008;482
14-02-2008;476
18-02-2008;484,8
19-02-2008;475
20-02-2008;475
21-02-2008;470
25-02-2008;476
27-02-2008;464,91
28-02-2008;465,05
03-03-2008;444,98
04-03-2008;435
05-03-2008;435
07-03-2008;410,21
11-03-2008;407
12-03-2008;409
13-03-2008;405,73
17-03-2008;390,74
18-03-2008;393
19-03-2008;392,83
25-03-2008;397,98
26-03-2008;395
27-03-2008;392
01-04-2008;392
02-04-2008;390,8
03-04-2008;394,93
04-04-2008;392
07-04-2008;396,68
08-04-2008;393
09-04-2008;390,02
10-04-2008;389
11-04-2008;383,8
14-04-2008;390
15-04-2008;405,02
16-04-2008;434,78
17-04-2008;439
18-04-2008;434,33
21-04-2008;443,14
22-04-2008;445
23-04-2008;430
24-04-2008;428
25-04-2008;415
28-04-2008;414
29-04-2008;413,94
30-04-2008;409,96
02-05-2008;424
05-05-2008;427,03
06-05-2008;420
07-05-2008;418,9
09-05-2008;420
13-05-2008;424,95
14-05-2008;430,98
15-05-2008;427,15
16-05-2008;427
19-05-2008;429
20-05-2008;425,02
22-05-2008;417,31
26-05-2008;419
27-05-2008;417,57
28-05-2008;419,78
29-05-2008;430
03-06-2008;420
04-06-2008;409,99
05-06-2008;405,66
06-06-2008;395,91
09-06-2008;389,8
10-06-2008;392
11-06-2008;389,15
12-06-2008;390,41
13-06-2008;415,1
16-06-2008;411,7
17-06-2008;415
18-06-2008;402,26
19-06-2008;409,95
20-06-2008;400
24-06-2008;450,31
25-06-2008;440
26-06-2008;420
27-06-2008;406
30-06-2008;404,93
02-07-2008;379,47
03-07-2008;373
09-07-2008;362
14-07-2008;352,25
17-07-2008;344,9
18-07-2008;350
21-07-2008;370
22-07-2008;380
23-07-2008;376,08
24-07-2008;369
28-07-2008;370
29-07-2008;367
30-07-2008;360
31-07-2008;355
01-08-2008;350
04-08-2008;348
05-08-2008;356,18
06-08-2008;354
08-08-2008;350
11-08-2008;345
12-08-2008;360
13-08-2008;352
18-08-2008;356
19-08-2008;345,01
20-08-2008;350
21-08-2008;354,25
22-08-2008;357,02
25-08-2008;356
26-08-2008;358,51
29-08-2008;348
01-09-2008;341,01
02-09-2008;349,08
03-09-2008;343,28
04-09-2008;340
05-09-2008;338,18
08-09-2008;336
09-09-2008;332,24
10-09-2008;330
15-09-2008;344,99
16-09-2008;330
17-09-2008;325
23-09-2008;354
25-09-2008;357,09
26-09-2008;360
29-09-2008;320,01
30-09-2008;335,01
01-10-2008;339,43
02-10-2008;327
03-10-2008;320,09
06-10-2008;300,75
07-10-2008;290,01
08-10-2008;284,86
09-10-2008;263
10-10-2008;230
13-10-2008;248,72
14-10-2008;246,65
15-10-2008;250
16-10-2008;250
17-10-2008;255
20-10-2008;282
21-10-2008;275
22-10-2008;260
23-10-2008;260
24-10-2008;250
27-10-2008;246,1
30-10-2008;257,87
03-11-2008;274,93
04-11-2008;289,91
05-11-2008;290,8
06-11-2008;275
07-11-2008;274,02
10-11-2008;287,85
11-11-2008;275,5
12-11-2008;260,94
13-11-2008;263,01
14-11-2008;279,93
17-11-2008;277
18-11-2008;270
19-11-2008;263
20-11-2008;249,52
21-11-2008;259
24-11-2008;269,43
25-11-2008;279,61
26-11-2008;279,94
27-11-2008;286,35
28-11-2008;284,9
01-12-2008;272
02-12-2008;275
09-12-2008;272
10-12-2008;279,9
11-12-2008;267,55
15-12-2008;257,98
16-12-2008;259,27
18-12-2008;260
22-12-2008;270,25
23-12-2008;263
26-12-2008;261,76
29-12-2008;266
30-12-2008;275
02-01-2009;295
06-01-2009;305,3
08-01-2009;300,66
09-01-2009;298
12-01-2009;295,74
13-01-2009;290
15-01-2009;295,81
16-01-2009;300
19-01-2009;307,07
20-01-2009;304
23-01-2009;304,49
27-01-2009;300
29-01-2009;296,1
30-01-2009;296,15
03-02-2009;292
05-02-2009;294,9
06-02-2009;304,05
10-02-2009;296,98
13-02-2009;295
16-02-2009;292,5
19-02-2009;290,1
23-02-2009;285,16
24-02-2009;286,9
26-02-2009;275
27-02-2009;274
04-03-2009;260
05-03-2009;250
10-03-2009;250
11-03-2009;246,29
12-03-2009;243
13-03-2009;243
16-03-2009;240
17-03-2009;243
18-03-2009;244,7
19-03-2009;249
24-03-2009;267,67
25-03-2009;271,51
26-03-2009;266,07
31-03-2009;265,11
01-04-2009;270,31
02-04-2009;279
07-04-2009;282
09-04-2009;292
13-04-2009;302,08
15-04-2009;299,99
16-04-2009;306,78
17-04-2009;315
20-04-2009;311
21-04-2009;315
23-04-2009;320
27-04-2009;314,78
28-04-2009;308,65
29-04-2009;316
30-04-2009;320
04-05-2009;320
05-05-2009;332,81
06-05-2009;335
07-05-2009;345
08-05-2009;368,88
11-05-2009;379
12-05-2009;377
13-05-2009;356,09
14-05-2009;360
15-05-2009;366,28
18-05-2009;377
19-05-2009;367,59
20-05-2009;366
22-05-2009;366
25-05-2009;378
26-05-2009;380,33
27-05-2009;370,51
28-05-2009;395,17
29-05-2009;417,07
01-06-2009;439,32
02-06-2009;442,62
03-06-2009;437,67
04-06-2009;437
05-06-2009;436,89
08-06-2009;428
09-06-2009;419
10-06-2009;429,99
11-06-2009;435
12-06-2009;428,55
15-06-2009;430,05
16-06-2009;414,46
17-06-2009;413,97
18-06-2009;410
19-06-2009;410,4
22-06-2009;402,3
23-06-2009;394,99
24-06-2009;393
25-06-2009;395
26-06-2009;410
30-06-2009;405,07
01-07-2009;406,01
02-07-2009;400
07-07-2009;390
08-07-2009;386,48
09-07-2009;385,77
10-07-2009;384,99
13-07-2009;390
14-07-2009;404,96
15-07-2009;412
20-07-2009;415
21-07-2009;413
22-07-2009;400,33
23-07-2009;406,01
28-07-2009;408,9
30-07-2009;406,02
31-07-2009;410
03-08-2009;416
04-08-2009;412
05-08-2009;411
06-08-2009;405
07-08-2009;401,36
10-08-2009;404
11-08-2009;403,99
12-08-2009;401,94
13-08-2009;400
14-08-2009;400
17-08-2009;392,12
18-08-2009;391,98
19-08-2009;390,1
20-08-2009;398
21-08-2009;392,86
24-08-2009;384,98
25-08-2009;394
26-08-2009;404,07
27-08-2009;400
28-08-2009;394
01-09-2009;385,23
03-09-2009;394
09-09-2009;399
10-09-2009;395,65
11-09-2009;398
14-09-2009;398
15-09-2009;397,78
16-09-2009;401,06
17-09-2009;395
21-09-2009;390
22-09-2009;389,15
23-09-2009;391
24-09-2009;385,9
25-09-2009;388,55
28-09-2009;391,38
29-09-2009;390,17
30-09-2009;394,5
01-10-2009;394,85
