"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"57","Ayer fueron los adjetivos para descalificar aHoy nuevamente en la CuentaPblica adjetivos para descalific",FALSE,0,NA,2018-06-04 15:17:27,FALSE,NA,"1003656986083446785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cambioyaccion",37,TRUE,FALSE,NA,NA
"58","Sebastian Piera en CuentaPublicauna sociedad en que las familias no quieren tener hijos es una sociedad enferma",FALSE,0,NA,2018-06-04 15:16:29,FALSE,NA,"1003656743145103360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","javysaa",80,TRUE,FALSE,NA,NA
"59","La semana pasada se realiz la CuentaPblica y quedamos con gusto a poco propuestas sin precisin y escasa mirada a la",FALSE,0,NA,2018-06-04 15:16:26,FALSE,NA,"1003656730226647040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aniitacristina",3,TRUE,FALSE,NA,NA
"60","Un tremendo anuncio de la CuentaPblica del Pdtepara la RMdeTodos es la transformacin del Zoolgico",FALSE,0,NA,2018-06-04 15:15:17,FALSE,NA,"1003656443990560768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pato_soza",16,TRUE,FALSE,NA,NA
"61","La semana pasada se realiz la CuentaPblica y quedamos con gusto a poco propuestas sin precisin y escasa mirada a la",FALSE,0,NA,2018-06-04 15:14:17,FALSE,NA,"1003656190637768704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BorichoFT",3,TRUE,FALSE,NA,NA
"62","Un tremendo anuncio de la CuentaPblica del Pdtepara la RMdeTodos es la transformacin del Zoolgico",FALSE,0,NA,2018-06-04 15:13:28,FALSE,NA,"1003655983208517632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","garay_p",16,TRUE,FALSE,NA,NA
"63","AHORAEl Presidenteen entrevista conpara referirse a los principales anuncios de l",FALSE,0,NA,2018-06-04 15:13:25,FALSE,NA,"1003655970696912897",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Uchito",30,TRUE,FALSE,NA,NA
"64","Un tremendo anuncio de la CuentaPblica del Pdtepara la RMdeTodos es la transformacin del Zoolgico",FALSE,0,NA,2018-06-04 15:12:37,FALSE,NA,"1003655769848451072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","uc_tavo",16,TRUE,FALSE,NA,NA
"65","Un tremendo anuncio de la CuentaPblica del Pdtepara la RMdeTodos es la transformacin del Zoolgico",FALSE,0,NA,2018-06-04 15:12:35,FALSE,NA,"1003655762042908672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tavo_ucatolica",16,TRUE,FALSE,NA,NA
"66","AHORAEl Presidenteen entrevista conpara referirse a los principales anuncios de l",FALSE,0,NA,2018-06-04 15:12:35,FALSE,NA,"1003655760897769473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MiniFlaten",30,TRUE,FALSE,NA,NA
"67","Un tremendo anuncio de la CuentaPblica del Pdtepara la RMdeTodos es la transformacin del Zoolgico",FALSE,0,NA,2018-06-04 15:11:58,FALSE,NA,"1003655607637938177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EnaveAvalos",16,TRUE,FALSE,NA,NA
"68","La semana pasada se realiz la CuentaPblica y quedamos con gusto a poco propuestas sin precisin y escasa mirada",FALSE,0,NA,2018-06-04 15:11:37,TRUE,NA,"1003655517850558466",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Educacion2020",3,FALSE,FALSE,NA,NA
"69","Un tremendo anuncio de la CuentaPblica del Pdtepara la RMdeTodos es la transformacin del Zoolgico",FALSE,0,NA,2018-06-04 15:11:32,FALSE,NA,"1003655499676639233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ErmenegildoRos",16,TRUE,FALSE,NA,NA
"70","Un tremendo anuncio de la CuentaPblica del Pdtepara la RMdeTodos es la transformacin del Zoolgico",FALSE,0,NA,2018-06-04 15:10:45,FALSE,NA,"1003655299641806849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alvarezp1973",16,TRUE,FALSE,NA,NA
"71","AHORAEl Presidenteen entrevista enpor CuentaPblica Sguelo EN VIVO aqu",FALSE,0,NA,2018-06-04 15:09:45,FALSE,NA,"1003655050575646726",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rreyesz",58,TRUE,FALSE,NA,NA
"72","Espaldarazo a la gestin del presidente Piera conde aprobacin La mayora aprueba su gobierno valora su ca",FALSE,1,NA,2018-06-04 15:09:45,TRUE,NA,"1003655048826703872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anrivass",0,FALSE,FALSE,NA,NA
"73","AHORAEl Presidenteen entrevista enpor CuentaPblica Sguelo EN VIVO aqu",FALSE,0,NA,2018-06-04 15:09:28,FALSE,NA,"1003654977284378625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MiniFlaten",58,TRUE,FALSE,NA,NA
"74","AHORAEl Presidenteen entrevista conpara referirse a los principales anuncios de l",FALSE,0,NA,2018-06-04 15:08:52,FALSE,NA,"1003654827199680512",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SubEducParv",30,TRUE,FALSE,NA,NA
"75","Un tremendo anuncio de la CuentaPblica del Pdtepara la RMdeTodos es la transformacin del Zoolgico",FALSE,0,NA,2018-06-04 15:07:32,FALSE,NA,"1003654491739164672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zuckytha",16,TRUE,FALSE,NA,NA
"76","A pesar del fronos trasladamos a Constitucin Y nuestrojunto a lvaro y Roco en",FALSE,2,NA,2018-06-04 15:07:29,TRUE,NA,"1003654479722483712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SegegobMaule",1,FALSE,FALSE,NA,NA
"77","CuentaPblicaEl gobierno propondr fortalecer el control de la delincuencia juvenil considerando la reincidencia como",FALSE,0,NA,2018-06-04 15:07:18,FALSE,NA,"1003654432293359616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CDT_Sotero",9,TRUE,FALSE,NA,NA
"78","Un presidente no debe mentir El defensor de la niez fue creado en el gobierno de la presidentaCuentaPbl",FALSE,0,NA,2018-06-04 15:07:17,FALSE,NA,"1003654427885043712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","michaeleduardo",893,TRUE,FALSE,NA,NA
"79","Un tremendo anuncio de la CuentaPblica del Pdtepara la RMdeTodos es la transformacin del Zoolgico",FALSE,0,NA,2018-06-04 15:06:28,FALSE,NA,"1003654222380961793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andresvaldivia",16,TRUE,FALSE,NA,NA
"80","Un tremendo anuncio de la CuentaPblica del Pdtepara la RMdeTodos es la transformacin del Zool",FALSE,17,NA,2018-06-04 15:06:08,TRUE,NA,"1003654138209689600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KarlaEnAccion",16,FALSE,FALSE,NA,NA
"81","Principales proyectos sociales de la CuentaPublica
 Reforma pensiones
 Red Clase Media Protegida
 Sala Cuna Universal",FALSE,0,NA,2018-06-04 15:04:14,FALSE,NA,"1003653661086638080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vadereltroll",427,TRUE,FALSE,NA,NA
"82","El Presidenteanunci en la CuentaPblica el acceso universal y gratuito a jardines infantiles y a la",FALSE,0,NA,2018-06-04 15:02:34,FALSE,NA,"1003653241756774402",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maryaaraneda",183,TRUE,FALSE,NA,NA
"83","Presidenteanuncia envo de Proyecto de Ley que permita la incorporacin real y progresiva de los tr",FALSE,0,NA,2018-06-04 15:00:42,FALSE,NA,"1003652771726483456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SENCEValpo",1,TRUE,FALSE,NA,NA
"84","Para hablar de vejez digna hay que atreverse a terminar AFPs y generar pensiones dignas Es un derecho el tener la opcin r",FALSE,0,NA,2018-06-04 14:59:33,FALSE,NA,"1003652483099570177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ser_1969",151,TRUE,FALSE,NA,NA
"85","Familias shijossociedad enferma Ms bien sobre explotada scap econmica para costear la crianza de sus hijosPar",FALSE,0,NA,2018-06-04 14:58:14,FALSE,NA,"1003652151745359873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fernanda_meme",13,TRUE,FALSE,NA,NA
"86","Porque queremos mejorar el servicio a los pacientes y hacer ms eficiente el gasto en Salud daremos inicio a la Moder",FALSE,0,NA,2018-06-04 14:56:46,FALSE,NA,"1003651780251734017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kinetomas",155,TRUE,FALSE,NA,NA
"87","Aguante el Matriarcado aaaaaah  CuentaPblica",FALSE,0,NA,2018-06-04 14:55:44,FALSE,NA,"1003651520641069056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","garyfloress",129,TRUE,FALSE,NA,NA
"88"," Gobierno de 
da Tumbos por el Suelo

Cadem le entierra su anunciada
CuentaPblica",FALSE,0,NA,2018-06-04 14:55:10,FALSE,NA,"1003651378756182016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AngelaAguiluz",14,TRUE,FALSE,NA,NA
